line_id,navn,eier,voltage_kv,geod_km,nve_layer,osm_covered_frac,driftsattaar,snap0,snap1,bus0,bus1
nve/regionalnett_luft/590995,,GLITRE NETT AS,50.0,3.127353085294289,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0006_50,nve_jn_0009_50
nve/regionalnett_luft/689604,,GLITRE NETT AS,132.0,6.367419234548741,regionalnett_luft,0.03125,,existing,nve_junction,st0023342_132kV,nve_jn_0062_132
nve/regionalnett_luft/732968,,GLITRE NETT AS,50.0,0.8171099495516032,regionalnett_luft,0.0,,new_nve,nve_junction,,nve_jn_0033_50
nve/regionalnett_luft/741386,,TENSIO TS AS,132.0,6.106880213823619,regionalnett_luft,0.23577235772357724,,unsnapped,existing,,st0012467_132kV
nve/regionalnett_luft/745398,,GLITRE NETT AS,50.0,3.0228145786776768,regionalnett_luft,0.3770491803278688,,nve_junction,new_nve,nve_jn_0008_50,
nve/regionalnett_luft/774392,,GLITRE NETT AS,50.0,1.265893294571641,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0007_50,nve_jn_0033_50
nve/regionalnett_luft/796251,,GLITRE NETT AS,50.0,3.0228145786776763,regionalnett_luft,0.3770491803278688,,new_nve,nve_junction,,nve_jn_0008_50
nve/regionalnett_luft/836299,,GLITRE NETT AS,50.0,1.4098846020439657,regionalnett_luft,0.10344827586206896,,nve_junction,new_nve,nve_jn_0009_50,
nve/regionalnett_luft/854584,,GLITRE NETT AS,132.0,3.457998502449425,regionalnett_luft,0.2,,nve_junction,existing,nve_jn_0063_132,st0023343_132kV
nve/regionalnett_luft/877268,,INDRE HORDALAND KRAFTNETT AS,50.0,2.2969323283408003,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0010_50,nve_jn_0045_50
nve/regionalnett_luft/878516,,GLITRE NETT AS,50.0,1.0141859454938278,regionalnett_luft,0.38095238095238093,,nve_junction,nve_junction,nve_jn_0060_50,nve_jn_0061_50
nve/regionalnett_luft/1009900,,TENSIO TN AS,66.0,1.6257159869500728,regionalnett_luft,0.2727272727272727,,unsnapped,unsnapped,,
nve/regionalnett_luft/1010418,,GLITRE NETT AS,50.0,0.5955451867380911,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0033_50,nve_jn_0025_50
nve/regionalnett_luft/1104802,GI-MA1,LNETT AS,52.0,8.849482009741244,regionalnett_luft,0.005649717514124294,1949.0,existing,unsnapped,st0028363_50kV,
nve/regionalnett_luft/1142359,,GLITRE NETT AS,66.0,11.521598517503051,regionalnett_luft,0.04329004329004329,,nve_junction,unsnapped,nve_jn_0016_66,
nve/regionalnett_luft/1253858,,GLITRE NETT AS,50.0,4.1502937833787,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0024_50,nve_jn_0033_50
nve/regionalnett_luft/1253871,,GLITRE NETT AS,50.0,24.87797167578687,regionalnett_luft,0.02610441767068273,,nve_junction,nve_junction,nve_jn_0015_50,nve_jn_0031_50
nve/regionalnett_luft/1258413,,INDRE HORDALAND KRAFTNETT AS,50.0,0.30739223624555334,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0018_50,nve_jn_0013_50
nve/regionalnett_luft/1266641,NULL,HOLMEN KRAFT AS,50.0,9.682674691967305,regionalnett_luft,0.0,,unsnapped,nve_junction,,nve_jn_0056_50
nve/regionalnett_luft/1275899,,GLITRE NETT AS,50.0,2.707518875494537,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0011_50,nve_jn_0012_50
nve/regionalnett_luft/1282344,,GLITRE NETT AS,132.0,4.733207823221776,regionalnett_luft,0.07368421052631578,,existing,existing,st0012446_132kV,st0023342_132kV
nve/regionalnett_luft/1307065,,INDRE HORDALAND KRAFTNETT AS,50.0,0.7427365638103173,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0013_50,nve_jn_0014_50
nve/regionalnett_luft/1333686,,GLITRE NETT AS,50.0,24.877971675786874,regionalnett_luft,0.02610441767068273,,nve_junction,nve_junction,nve_jn_0015_50,nve_jn_0064_50
nve/regionalnett_luft/1353788,,GLITRE NETT AS,66.0,1.9392848454838734,regionalnett_luft,0.07692307692307693,,unsnapped,nve_junction,,nve_jn_0016_66
nve/regionalnett_luft/1430561,Bu-Granvin,BKK AS,50.0,8.850088388817857,regionalnett_luft,0.04519774011299435,1961.0,nve_junction,unsnapped,nve_jn_0017_50,
nve/regionalnett_luft/1434375,,GLITRE NETT AS,50.0,0.45181624001814996,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0065_50,nve_jn_0022_50
nve/regionalnett_luft/1443073,,INDRE HORDALAND KRAFTNETT AS,50.0,1.6544624092491982,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0044_50,nve_jn_0018_50
nve/regionalnett_luft/1447860,Dale-Fosse,BKK AS,50.0,4.288274834084528,regionalnett_luft,0.06976744186046512,1958.0,unsnapped,nve_junction,,nve_jn_0019_50
nve/regionalnett_luft/1461309,,GLITRE NETT AS,50.0,2.623740191218102,regionalnett_luft,0.018867924528301886,,nve_junction,nve_junction,nve_jn_0055_50,nve_jn_0032_50
nve/regionalnett_luft/1480564,,GLITRE NETT AS,132.0,10.062358371374982,regionalnett_luft,0.25742574257425743,,existing,existing,st0023527_132kV,st0029944_132kV
nve/regionalnett_luft/1495573,,GLITRE NETT AS,50.0,0.4972011031262898,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0020_50,nve_jn_0021_50
nve/regionalnett_luft/1499876,,GLITRE NETT AS,50.0,0.8217663592388497,regionalnett_luft,0.0,,nve_junction,new_nve,nve_jn_0033_50,
nve/regionalnett_luft/1544593,,GLITRE NETT AS,132.0,5.392277899962232,regionalnett_luft,0.10091743119266056,,existing,existing,st0023343_132kV,st0029944_132kV
nve/regionalnett_luft/1551845,GROV - SVELGEN (UTE AV DRIFT),LINJA AS,66.0,2.795946198895454,regionalnett_luft,0.24561403508771928,1969.0,unsnapped,unsnapped,,
nve/regionalnett_luft/1555033,,GLITRE NETT AS,50.0,0.328305808014027,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0022_50,nve_jn_0023_50
nve/regionalnett_luft/1562546,,GLITRE NETT AS,50.0,2.623740191218102,regionalnett_luft,0.018867924528301886,,nve_junction,nve_junction,nve_jn_0055_50,nve_jn_0032_50
nve/regionalnett_luft/1572870,,GLITRE NETT AS,50.0,1.3911682642941494,regionalnett_luft,0.10714285714285714,,nve_junction,new_nve,nve_jn_0009_50,
